dataset,dataset_description,minority_fraction,imbalance_treatment,sweep,n_estimators,max_depth,test_accuracy,test_f1_macro,test_auc_roc,minority_recall,oob_accuracy,fit_seconds
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,9,0.9928,0.7334817938452063,0.9939040728831725,0.6666666666666666,0.9963831212324179,30.784005599998636
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,10,0.9928,0.7334817938452063,0.9930667202572347,0.6666666666666666,0.9963161419959813,31.66286820001551
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,11,0.9944,0.7652582159624413,0.9931337084673098,0.6666666666666666,0.9967180174146014,32.76929419999942
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,12,0.9948,0.7745544849783919,0.99380359056806,0.6666666666666666,0.9975217682518419,33.49356380000245
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,13,0.9952,0.7845075278703597,0.9939710610932476,0.6666666666666666,0.9977896851975887,33.834438399993815
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,14,0.9964,0.8190954773869347,0.99366961414791,0.6666666666666666,0.9979236436704622,34.55696980000357
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,15,0.9964,0.8190954773869347,0.9935691318327975,0.6666666666666666,0.9981245813797722,40.01358760002768
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,16,0.9964,0.8190954773869347,0.9936361200428725,0.6666666666666666,0.998191560616209,73.69651619999786
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,17,0.996,0.8066870805109647,0.99380359056806,0.6666666666666666,0.9983924983255191,75.20686169998953
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,18,0.996,0.8066870805109647,0.9931002143622721,0.6666666666666666,0.9983924983255191,129.95974720001686
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,19,0.996,0.8066870805109647,0.9932006966773849,0.6666666666666666,0.9986604152712659,85.75192030001199
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,20,0.9964,0.8190954773869347,0.9929662379421222,0.6666666666666666,0.9985264567983925,7227.973887
